ID,Loan_Amount,Grade,Interest_Rate,Repayment_Prob
139336220,35000,A,0.0611,0.877415047558529
139609749,30000,A,0.0611,0.877409956019226
139823011,15000,A,0.0611,0.87740448488567
139876672,25000,A,0.0611,0.877400982304232
140282011,20000,A,0.0611,0.877399045273061
139851339,13000,A,0.0611,0.87739723431906
140341553,20000,A,0.0611,0.877396479101515
140628366,40000,A,0.0611,0.877393356585472
140571370,35000,A,0.0611,0.877387112983451
139759828,2500,A,0.0611,0.877368614646904
139795851,15000,A,0.0611,0.877355975450767
140400048,10000,A,0.0611,0.877355621736982
140682603,25000,A,0.0611,0.877350718278156
139935650,40000,A,0.0611,0.877349358915507
139556413,40000,A,0.0611,0.877348789941492
139640461,10000,A,0.0611,0.877334232392535
140481354,30000,A,0.0611,0.877330971606206
139684145,12000,A,0.0611,0.877327107027621
139936261,17000,A,0.0611,0.8773208576710481
138961412,14000,A,0.0611,0.877319163515822
140414698,12000,A,0.0611,0.8773177440662641
140768693,18000,A,0.0611,0.877316914587023
140835921,20000,A,0.0611,0.8773110443268259
139687310,23000,A,0.0611,0.877299335398401
139681614,33000,A,0.0611,0.877296027980308
139719045,40000,A,0.0611,0.877290204051358
140799557,8500,A,0.0611,0.877288162053684
139493411,20000,A,0.0611,0.877284401191023
139981772,39000,A,0.0611,0.877280356751641
140952963,16000,A,0.0611,0.877278060632759
139653190,30000,A,0.0611,0.877277555261107
139477645,12000,A,0.0611,0.877277392031417
138231717,22000,A,0.0611,0.877276397010865
140436350,21000,A,0.0611,0.877274994669254
138928845,40000,A,0.0611,0.877272647433996
139517265,37000,A,0.0611,0.877271150559811
139757930,40000,A,0.0611,0.877269108552834
140375391,12000,A,0.0611,0.877262256662992
138216337,40000,A,0.0611,0.877252235569645
139553782,8000,A,0.0611,0.877246940388624
140766882,35000,A,0.0611,0.877245168774156
140701994,23000,A,0.0611,0.877243320414354
139243337,40000,A,0.0611,0.877236088556597
140599448,20000,A,0.0611,0.877231022215684
139961220,15000,A,0.0611,0.877222766233203
140326420,3500,A,0.0611,0.877220119840421
140105458,40000,A,0.0611,0.877213052793452
140751572,3500,A,0.0611,0.87721039413445
140739754,23000,A,0.0611,0.877208773348389
140666729,25000,A,0.0611,0.877198834132138
140792064,10000,A,0.0611,0.877196526563923
140491881,10500,A,0.0611,0.877196256712016
139871755,11000,A,0.0611,0.87719195960011
140616582,16000,A,0.0611,0.877191557197733
140750784,14000,A,0.0611,0.877187277577948
139213326,25000,A,0.0611,0.877183152531939
140704847,40000,A,0.0611,0.877177394633876
139027637,25000,A,0.0611,0.877173731769019
140619414,15000,A,0.0611,0.877169003908327
140673605,15000,A,0.0611,0.877165956416867
139234737,16000,A,0.0611,0.877154572440738
140037303,35000,A,0.0611,0.877153631975703
139486765,40000,A,0.0611,0.877144262860391
139293907,28000,A,0.0611,0.877138889574791
140812990,29000,A,0.0611,0.877130405405138
140833530,15000,A,0.0611,0.87712807006847
139101647,40000,A,0.0611,0.877127474161824
140033465,16000,A,0.0611,0.877121441651229
139700838,3000,A,0.0611,0.877111971904923
140112240,20000,A,0.0611,0.877096571197979
140282618,15000,A,0.0611,0.877095102022394
139576218,40000,A,0.0611,0.877089028023247
139645217,14000,A,0.0611,0.87708011615319
140155890,40000,A,0.0611,0.877076155833554
139654943,34000,A,0.0611,0.877073858870083
138267406,18600,A,0.0611,0.877063851452745
140102893,40000,A,0.0611,0.87705885396682
140103568,20000,A,0.0611,0.877057890071042
139591724,35000,A,0.0611,0.877050558393352
140677293,40000,A,0.0611,0.877046652924113
139636671,40000,A,0.0611,0.87703688060745
140649338,10400,A,0.0611,0.877032697119647
139627046,10000,A,0.0611,0.8770267836628161
140905167,13000,A,0.0611,0.877024171724099
140804837,10000,A,0.0611,0.877017309308154
140100577,40000,A,0.0611,0.877013150448676
139212461,14000,A,0.0611,0.877012538582185
139372573,39000,A,0.0611,0.877006818088724
139538155,40000,A,0.0611,0.877002173741921
140423853,12000,A,0.0611,0.877002017660938
139587612,12000,A,0.0611,0.876997097442843
140668087,9500,A,0.0611,0.8769952112246799
140570870,40000,A,0.0611,0.876983938653764
139529540,11000,A,0.0611,0.876982225406317
140403187,20000,A,0.0611,0.876980510115578
140795116,40000,A,0.0611,0.876975358636477
140378043,20000,A,0.0611,0.876972860802648
140235871,10000,A,0.0611,0.876972627013441
139815210,2000,A,0.0611,0.876971666468843
139533918,40000,A,0.0611,0.876965726444756
140461526,8000,A,0.0611,0.87696301690852
140460660,40000,A,0.0611,0.876956530323691
140283538,40000,A,0.0611,0.87695047862095
140622365,7200,A,0.0611,0.8769379867399489
141051572,25000,A,0.0611,0.876937590973472
139492524,29000,A,0.0611,0.876925963376999
140864811,2000,A,0.0611,0.876904719668003
139836636,40000,A,0.0611,0.8768948795343889
139959737,15000,A,0.0611,0.876890957479814
140379313,38000,A,0.0611,0.876887730636575
139886283,10000,A,0.0611,0.876882081960249
140226938,36000,A,0.0611,0.876878430382159
139660109,40000,A,0.0611,0.876873910921269
138276429,30000,A,0.0611,0.876872989917867
139611219,16000,A,0.0611,0.876858379696739
140385134,35000,A,0.0611,0.876852132151604
139086434,14550,A,0.0611,0.876846408864873
139796797,20000,A,0.0611,0.876835778202812
138697598,35000,A,0.0611,0.876833504595887
141103299,25000,A,0.0611,0.876825926323912
140373200,12000,A,0.0611,0.876825412484502
140439700,14000,A,0.0611,0.876821297441034
139720878,40000,A,0.0611,0.876816643760097
140329899,10000,A,0.0611,0.876814766571077
140725780,15000,A,0.0611,0.876811618089992
138514044,20000,A,0.0611,0.876810917354949
140637697,12000,A,0.0611,0.876804143672172
140292194,40000,A,0.0611,0.876798782007544
139487324,40000,A,0.0611,0.876793997463819
140118175,6000,A,0.0611,0.876786655150157
140663818,15000,A,0.0611,0.876780994138363
139618195,40000,A,0.0611,0.876780807525431
138441912,10000,A,0.0611,0.876779444108299
139933797,15000,A,0.0611,0.876775885743916
139042304,10000,A,0.0611,0.876771886524032
140613508,39900,A,0.0611,0.876771796627063
140494599,21000,A,0.0611,0.8767706145340171
140596030,13000,A,0.0611,0.8767530596322151
140230172,30000,A,0.0611,0.876752779698375
140462053,14500,A,0.0611,0.876736603685737
137864792,35000,A,0.0611,0.87672481574624
139507183,5000,A,0.0611,0.876721029580429
140034405,10000,A,0.0611,0.876711562633354
140436921,21000,A,0.0611,0.876708315214994
140658422,40000,A,0.0611,0.876706030437529
140791329,16000,A,0.0611,0.876703485387422
139405065,35000,A,0.0611,0.876695825824495
139613654,33000,A,0.0611,0.876695300709492
140365800,35000,A,0.0611,0.876677187813613
139932505,18000,A,0.0611,0.876666272488366
139716681,40000,A,0.0611,0.876662274847227
140484889,19325,A,0.0611,0.876658793274634
139844726,11000,A,0.0611,0.876656944998221
139612974,24000,A,0.0611,0.876640426497823
140727353,18000,A,0.0611,0.876629284038736
139706133,40000,A,0.0611,0.876625993198834
140369968,30000,A,0.0611,0.876621506031634
140633823,24000,A,0.0611,0.876616419495369
140775930,40000,A,0.0611,0.876606592501288
140006893,12000,A,0.0611,0.876600047661682
140523341,4000,A,0.0611,0.876594146027833
139272380,15000,A,0.0611,0.876591166888645
139429881,7500,A,0.0611,0.876586620038274
140021871,36000,A,0.0611,0.876580879247445
139926331,7000,A,0.0611,0.876578238037651
140664735,5000,A,0.0611,0.876567837387173
140822842,18000,A,0.0611,0.87655530709825
140217860,15000,A,0.0611,0.876552735159482
139890457,12000,A,0.0611,0.876547230129279
139963432,10000,A,0.0611,0.876544452088713
139940564,19000,A,0.0611,0.876543651400043
140727570,4800,A,0.0611,0.876542030850403
139630132,5000,A,0.0611,0.876533768937105
139832243,8400,A,0.0611,0.876527136998955
139291371,15000,A,0.0611,0.8765264438900691
140249549,35000,A,0.0611,0.876522547670707
140464093,10000,A,0.0611,0.876520505573875
140656397,10000,A,0.0611,0.876520383807925
139658011,8500,A,0.0611,0.8765136535983931
140777381,23000,A,0.0611,0.876499539095335
140007388,32000,A,0.0611,0.876499355247528
140526098,8000,A,0.0611,0.87649346371471
139756504,35000,A,0.0611,0.876493450382458
139562168,8000,A,0.0611,0.876480013477544
140293305,8000,A,0.0611,0.876469026268929
139969915,10000,A,0.0611,0.876465474228477
139920219,10000,A,0.0611,0.876459113151281
140100270,18000,A,0.0611,0.876455633537317
139649493,11000,A,0.0611,0.876448513806853
140020767,30000,A,0.0611,0.876444558017457
140850982,2000,A,0.0611,0.876442385471895
140946709,10000,A,0.0611,0.876413584382603
140466893,6000,A,0.0611,0.876408924650958
139848893,15000,A,0.0611,0.876382585115777
139683810,10000,A,0.0611,0.876372826804145
139533305,8000,A,0.0611,0.876364885560094
139558131,5000,A,0.0611,0.876362057081328
140278241,20000,A,0.0611,0.876360599580153
140248632,40000,A,0.0611,0.87635753547766
140604912,15000,A,0.0611,0.876355323922828
140122744,20000,A,0.0611,0.876350988744218
139682379,38000,A,0.0611,0.876349502824692
140280253,5000,A,0.0611,0.876320368759176
139921788,25000,A,0.0611,0.876316407785749
139478709,35000,A,0.0611,0.876310077887729
139197971,36000,A,0.0611,0.876304411062989
141028099,5000,A,0.0611,0.8762995930638791
140214134,7200,A,0.0611,0.876297858128068
139714510,20000,A,0.0611,0.876290617325868
139590964,30000,A,0.0611,0.876287463905827
140151351,8400,A,0.0611,0.876285843980374
140669279,40000,A,0.0611,0.876278886085657
139516561,8000,A,0.0611,0.87627702324092
139675274,17500,A,0.0611,0.876274841194143
140011396,22000,A,0.0611,0.876274405021658
140011012,10000,A,0.0611,0.876273650033121
140665895,10200,A,0.0611,0.876270157573053
140809691,20000,A,0.0611,0.876263377165446
140759254,11500,A,0.0611,0.876263027371991
140195348,32000,A,0.0611,0.876262742920348
140814428,25000,A,0.0611,0.876260034696031
140093908,9500,A,0.0611,0.876256377050887
139826485,16000,A,0.0611,0.876247443170341
140836906,25000,A,0.0611,0.876240222831543
139336700,8400,A,0.0611,0.876239318628784
140221362,2500,A,0.0611,0.876237199544099
139108323,15000,A,0.0611,0.87623641905912
138880251,5000,A,0.0611,0.876233185177969
140616784,8000,A,0.0611,0.87622733759668
139438766,40000,A,0.0611,0.876221727663593
139822882,30000,A,0.0611,0.876219656780739
140112102,40000,A,0.0611,0.876208344252695
140668807,37000,A,0.0611,0.876198024233309
139230282,12000,A,0.0611,0.876190018634266
139712988,35000,A,0.0611,0.876188401778228
139627700,20000,A,0.0611,0.876185259720614
140166834,30000,A,0.0611,0.87617346288641
139384860,10000,A,0.0611,0.876170688763702
141082794,15000,A,0.0611,0.876167865841014
140577871,16000,A,0.0611,0.8761660817320001
139556233,20000,A,0.0611,0.8761609279543701
139496820,16000,A,0.0611,0.876158203114186
140078422,8000,A,0.0611,0.876152460097902
140774102,9000,A,0.0611,0.876152184354044
139958240,10000,A,0.0611,0.876147602666472
140763594,25000,A,0.0611,0.876145571234484
139653700,20000,A,0.0611,0.876139402925914
140242812,9500,A,0.0611,0.8761368860380641
140702484,8000,A,0.0611,0.876134846465374
139625355,36000,A,0.0611,0.876132965308746
139717124,18000,A,0.0611,0.876116797906184
140079520,20000,A,0.0611,0.87611629345927
140247467,15000,A,0.0611,0.876110977601683
139975533,11000,A,0.0611,0.876105749727139
140401670,36000,A,0.0611,0.876102990346174
140364227,12000,A,0.0611,0.876098130740784
140224956,10000,A,0.0611,0.876097952061111
140924399,5000,A,0.0611,0.8760928648773549
141030455,5600,A,0.0611,0.876092666954268
139619168,15500,A,0.0611,0.876081539215048
140379014,11000,A,0.0611,0.876077503733673
140658911,14500,A,0.0611,0.876075031981096
139801498,10000,A,0.0611,0.876071965548033
139652640,9000,A,0.0611,0.876068792745476
139062075,5000,A,0.0611,0.8760664039964849
139684554,13000,A,0.0611,0.876066025320737
139715664,10000,A,0.0611,0.876063646049865
139701863,25000,A,0.0611,0.876062424439806
140621222,20000,A,0.0611,0.876058161912213
139284765,40000,A,0.0611,0.8760488196255221
140250765,2400,A,0.0611,0.87604378444418
139516632,10000,A,0.0611,0.876040937528076
139517491,5000,A,0.0611,0.876039421069598
139588622,18000,A,0.0611,0.876032782688834
140652643,40000,A,0.0611,0.876031811974779
139854023,12000,A,0.0611,0.876029496994305
139684196,36000,A,0.0611,0.876021732447043
140525780,12000,A,0.0611,0.876021117785392
140877056,20000,A,0.0611,0.876020220273283
140315901,12000,A,0.0611,0.876012340949663
140319372,6000,A,0.0611,0.876008466525739
141041762,16000,A,0.0611,0.875999101153737
139653153,40000,A,0.0611,0.875998311933918
139652131,25000,A,0.0611,0.875996466604529
139881634,7500,A,0.0611,0.875993544451335
140958723,19500,A,0.0611,0.875992625012173
139555615,16500,A,0.0611,0.875987109421394
139929739,25000,A,0.0611,0.875984404091709
139606661,18000,A,0.0611,0.875983808531506
139887547,40000,A,0.0611,0.875980625015417
140287891,24000,A,0.0611,0.875966470768104
139533535,12000,A,0.0611,0.8759603616203651
141061000,15000,A,0.0611,0.875959867295942
140495320,35000,A,0.0611,0.875946805486681
139470651,9000,A,0.0611,0.875944013543099
140385649,25000,A,0.0611,0.875943123367977
140267046,37000,A,0.0611,0.87594183432535
140860031,18000,A,0.0611,0.875928664471269
139720641,6000,A,0.0611,0.875906441029617
139790251,40000,A,0.0611,0.875887764864553
140033528,40000,A,0.0611,0.87588625435168
141020399,12000,A,0.0611,0.875884821550379
139203053,38000,A,0.0611,0.875884566274777
140120650,8000,A,0.0611,0.875882076021205
139495511,36000,A,0.0611,0.875879790268736
139306317,20000,A,0.0611,0.875879754781773
141030896,12900,A,0.0611,0.875876807955587
140005423,13000,A,0.0611,0.875874668587035
139511349,15000,A,0.0611,0.875874234608631
140610787,24000,A,0.0611,0.875873965026243
138986033,7000,A,0.0611,0.875864833106632
140244104,10000,A,0.0611,0.875864588690277
140464770,10000,A,0.0611,0.875858271008493
139618387,4000,A,0.0611,0.87585187132905
139388337,4500,A,0.0611,0.875849973744611
139380669,33000,A,0.0611,0.875846113400531
139638362,15000,A,0.0611,0.87584264732556
139880894,12000,A,0.0611,0.87583810461975
140841012,9200,A,0.0611,0.875837007569461
140613278,4800,A,0.0611,0.87583666137604
140461227,35000,A,0.0611,0.875832738703765
140945331,15000,A,0.0611,0.875819763704458
139822040,15000,A,0.0611,0.875814424780075
139151810,9000,A,0.0611,0.875813454035393
139934944,5000,A,0.0611,0.875812510721717
139551325,20000,A,0.0611,0.875812305365029
140110160,8000,A,0.0611,0.875809873840373
139796077,12000,A,0.0611,0.875809728258511
140824896,17500,A,0.0611,0.875799330655777
140405532,24000,A,0.0611,0.875795347269346
139697107,35000,A,0.0611,0.8757939588993751
139992175,11000,A,0.0611,0.875780650749288
140634570,10000,A,0.0611,0.8757667445205151
140225341,13000,A,0.0611,0.875764968880042
140800041,12000,A,0.0611,0.875763159557659
141083389,12500,A,0.0611,0.875756856502542
137871887,20000,A,0.0611,0.875756360090892
140461205,10000,A,0.0611,0.875751761388089
139322399,10000,A,0.0611,0.8757507955489781
140442692,10000,A,0.0611,0.875738991199347
139553321,24000,A,0.0611,0.875730480754625
139656681,4500,A,0.0611,0.875729638141983
139840257,28000,A,0.0611,0.875726901263489
140435758,15000,A,0.0611,0.8757257516764569
140834148,33000,A,0.0611,0.875724620735276
140877132,31000,A,0.0611,0.875724402008845
139629236,2000,A,0.0611,0.875722657765445
139482464,13500,A,0.0611,0.875722337677284
140485435,22000,A,0.0611,0.875719824788453
140835028,10000,A,0.0611,0.875717375912942
139534029,40000,A,0.0611,0.875716708411336
140631334,16000,A,0.0611,0.875715356177361
139996871,6000,A,0.0611,0.875712320064669
139654401,35000,A,0.0611,0.875712053955873
140904722,40000,A,0.0611,0.875709772482259
140916548,5600,A,0.0611,0.8757045506508
140769984,40000,A,0.0611,0.875694534235141
140479096,6000,A,0.0611,0.875688872159763
140329408,5000,A,0.06,0.875687977485097
140245896,40000,A,0.0611,0.87568236054452
139435221,15000,A,0.0611,0.875682008114366
139884396,35000,A,0.0611,0.875681741303629
139883579,13200,A,0.0611,0.875676745205221
140629382,40000,A,0.0611,0.875673612564063
139300413,35000,A,0.0611,0.875668891815715
140921138,20000,A,0.0611,0.875661732391764
139346591,15000,A,0.0611,0.875649223561628
138578554,8000,A,0.0611,0.875646965027476
139604353,11000,A,0.0611,0.875639040464257
139610771,8000,A,0.0611,0.875634187520121
139803542,4500,A,0.0611,0.875633997486992
141060139,15000,A,0.0611,0.875632394205101
140902103,8000,A,0.0611,0.875628919255937
140755071,12000,A,0.0611,0.87562826154922
140152979,20000,A,0.0611,0.875617251122217
